"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
656803,2018,537,"James Norwood","James","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0","0.333","0",NULL,"0",11,0,0,0,0,"1.0",0,0,"0",3,"0","0","11","3.667","0","0",NULL,"0","0","0","0","1","0","0","0","0","6","1","2","0","0","2","0","0"
500779,2018,537,"Jose Quintana","Jose","CHC","Chicago Cubs","NL","P","Pitcher","P",58,4,".154","0","0.448","0",NULL,"0",32,0,0,0,0,"26.0",0,4,"0.077",52,"0.077","0","205","3.534","0","0",NULL,"0","0.077","0.154","6","3","0","0","0","0","93","33","32","1","3","24","3","0"
600968,2018,537,"Randy Rosario","Randy","CHC","Chicago Cubs","NL","P","Pitcher","P",2,1,"1.000","0.5","0","0",NULL,"0",44,1,0,0,0,"0.0",1,1,"1",1,"1","1","7","3.5","0","0",NULL,"0","1","2","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
467008,2018,537,"Pedro Strop","Pedro","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0","0",NULL,"0",60,0,0,0,0,"0.0",0,0,"0",2,"0","0","7","3.5","0","0",NULL,"0","0","0","0","1","0","0","0","1","5","2","2","0","0","1","0","0"
627500,2018,537,"Jen-Ho Tseng","Jen-Ho","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
621249,2018,537,"Duane Underwood Jr.","Duane","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,".000","0","0","0",NULL,"0",1,0,0,0,0,"0.0",0,0,"0",1,"0","0","4","4","0","0",NULL,"0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","0","0"
543903,2018,537,"Allen Webster","Allen","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
458677,2018,537,"Justin Wilson","Justin","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",71,0,0,0,0,"1.0",0,0,"0",1,"0","0","3","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
657145,2018,537,"Mark Zagunis","Mark","CHC","Chicago Cubs","NL",NULL,NULL,"RF",6,3,".500","0.167","0.167","0","1","0.2",5,0,1,0,0,"1.0",1,2,"0.4",5,"0.6","1","28","4.667","0","0",NULL,"0","0.5","1.1","0","0","0","0","0","1","9","3","4","0","1","0","0","0"
642239,2018,537,"Rob Zastryzny","Rob","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
656941,2019,12,"Kyle Schwarber","Kyle","CHC","Chicago Cubs","NL","LF","Outfielder","DH",610,281,".276","0.115","0.256","0.062","0.449","0.282",155,82,29,3,38,"156.0",70,132,"0.25",529,"0.531","92","2539","4.162","3","2","0.4","5","0.339","0.87","0","6","6","5","1","68","1093","307","379","31","33","115","32","0"
592178,2019,49,"Kris Bryant","Kris","CHC","Chicago Cubs","NL","3B","Third Base","RF",634,283,".331","0.117","0.229","0.049","0.51","0.239",147,108,35,1,31,"145.0",74,153,"0.282",543,"0.521","77","2486","3.921","0","4","1","15","0.382","0.903","0","10","2","1","1","68","1204","342","400","42","31","106","39","0"
595879,2019,59,"Javier BĂˇez","Javier","CHC","Chicago Cubs","NL","SS","Shortstop","SS",561,282,".345","0.05","0.278","0.052","0.179","0.25",138,89,38,4,29,"156.0",28,149,"0.281",531,"0.531","85","2002","3.569","7","11","0.611","0","0.316","0.847","0","16","2","3","1","49","1105","395","377","8","35","136","54","0"
592206,2019,67,"Nick Castellanos","Nick","CHC","Chicago Cubs","NL","RF","Outfielder","RF",664,323,".337","0.062","0.215","0.041","0.287","0.236",151,100,58,3,27,"143.0",41,178,"0.289",615,"0.525","73","2436","3.669","2","2","0.5","5","0.337","0.862","0","12","3","1","1","99","1333","359","475","20","39","139","46","0"
519203,2019,67,"Anthony Rizzo","Anthony","CHC","Chicago Cubs","NL","1B","First Base","1B",613,266,".306","0.116","0.14","0.044","0.826","0.227",146,89,29,3,27,"86.0",71,150,"0.293",512,"0.52","94","2470","4.029","2","5","0.714","27","0.405","0.925","0","15","3","3","0","58","1125","222","429","28","49","144","41","0"
575929,2019,81,"Willson Contreras","Willson","CHC","Chicago Cubs","NL","C","Catcher","C",409,192,".314","0.093","0.249","0.059","0.373","0.261",105,57,18,2,24,"102.0",38,98,"0.272",360,"0.533","64","1567","3.831","2","1","0.333","9","0.355","0.888","0","4","2","2","1","32","782","259","260","14","18","98","32","0"
518792,2019,108,"Jason Heyward","Jason","CHC","Chicago Cubs","NL","RF","Outfielder","RF",589,220,".281","0.115","0.187","0.036","0.618","0.177",147,78,20,4,21,"110.0",68,129,"0.251",513,"0.429","62","2231","3.788","3","8","0.727","5","0.343","0.772","0","12","3","5","1","54","1012","230","406","29","46","148","44","0"
546991,2019,211,"Albert Almora Jr.","Albert","CHC","Chicago Cubs","NL","CF","Outfielder","OF",363,129,".255","0.044","0.171","0.033","0.258","0.145",130,41,11,1,12,"62.0",16,80,"0.236",339,"0.381","32","1317","3.628","1","2","0.667","1","0.271","0.652","5","8","2","4","0","33","680","164","284","24","26","121","30","0"
623520,2019,240,"David Bote","David","CHC","Chicago Cubs","NL","3B","Third Base","3B",356,128,".333","0.124","0.261","0.031","0.473","0.165",127,47,17,0,11,"93.0",44,78,"0.257",303,"0.422","41","1435","4.031","1","5","0.833","7","0.362","0.784","0","11","2","4","1","22","655","213","212","7","24","81","25","0"
605170,2019,240,"Victor Caratini","Victor","CHC","Chicago Cubs","NL","C","Catcher","C",279,109,".305","0.104","0.211","0.039","0.492","0.18",95,31,11,0,11,"59.0",29,65,"0.266",244,"0.447","34","1110","3.978","0","1","1","3","0.348","0.795","0","6","3","0","0","25","510","114","188","5","15","78","16","0"
664023,2019,240,"Ian Happ","Ian","CHC","Chicago Cubs","NL",NULL,NULL,"LF",156,79,".286","0.096","0.25","0.071","0.385","0.3",58,25,7,1,11,"39.0",15,37,"0.264",140,"0.564","30","634","4.064","0","2","1","0","0.333","0.897","0","1","1","0","0","19","329","100","102","11","4","31","13","0"
608365,2019,274,"Addison Russell","Addison","CHC","Chicago Cubs","NL","2B","Second Base","SS",241,84,".280","0.083","0.241","0.037","0.345","0.153",82,25,4,1,9,"58.0",20,51,"0.237",215,"0.391","23","944","3.917","0","2","1","3","0.308","0.699","1","7","2","2","0","26","458","139","160","9","15","59","19","0"
643393,2019,292,"Tony Kemp","Tony","CHC","Chicago Cubs","NL",NULL,NULL,"2B",279,93,".227","0.082","0.168","0.029","0.489","0.167",110,31,9,4,8,"47.0",23,52,"0.212",245,"0.38","29","1005","3.602","4","4","0.5","6","0.291","0.671","1","4","4","1","1","46","467","89","203","10","21","74","15","0"
518960,2019,292,"Jonathan Lucroy","Jonathan","CHC","Chicago Cubs","NL","C","Catcher","C",328,104,".253","0.082","0.155","0.024","0.529","0.123",101,30,10,1,8,"51.0",27,68,"0.232",293,"0.355","36","1351","4.119","0","0",NULL,"5","0.305","0.66","0","17","3","1","0","42","530","77","245","20","28","87","26","0"
596825,2019,353,"Robel GarcĂ­a","Robel","CHC","Chicago Cubs","NL","2B","Second Base","2B",80,36,".303","0.088","0.438","0.063","0.2","0.292",31,8,2,2,5,"35.0",7,15,"0.208",72,"0.5","11","330","4.125","0","0",NULL,"0","0.275","0.775","0","2","1","0","0","6","159","72","38","4","4","9","1","0"
471865,2019,402,"Carlos GonzĂˇlez","Carlos","CHC","Chicago Cubs","NL","RF","Outfielder","RF",166,41,".283","0.108","0.313","0.018","0.346","0.083",45,21,3,0,3,"52.0",18,29,"0.2",145,"0.283","10","635","3.825","3","0","0","1","0.289","0.572","0","3","2","1","0","11","321","114","95","4","8","43","12","0"
663538,2019,402,"Nico Hoerner","Nico","CHC","Chicago Cubs","NL","SS","Shortstop","2B",82,34,".292","0.037","0.134","0.037","0.273","0.154",20,13,1,1,3,"11.0",3,22,"0.282",78,"0.436","17","298","3.634","0","0",NULL,"0","0.305","0.741","0","3","1","1","0","8","171","31","68","2","9","27","9","0"
518614,2019,425,"Daniel Descalso","Daniel","CHC","Chicago Cubs","NL","2B","Second Base","2B",194,42,".245","0.119","0.294","0.01","0.404","0.077",82,20,5,1,2,"57.0",23,29,"0.173",168,"0.25","15","818","4.216","1","2","0.667","0","0.271","0.521","1","3","1","0","0","20","328","94","113","7","13","44","12","1"
543089,2019,483,"Taylor Davis","Taylor","CHC","Chicago Cubs","NL","C","Catcher","C",20,6,".154","0.1","0.2","0.05","0.5","0.167",7,2,0,0,1,"4.0",2,3,"0.167",18,"0.333","4","88","4.4","0","0",NULL,"0","0.25","0.583","0","0","0","0","0","3","43","13","14","0","2","6","1","0"
452657,2019,483,"Jon Lester","Jon","CHC","Chicago Cubs","NL","P","Pitcher","P",53,14,".296","0.094","0.377","0.019","0.25","0.104",32,6,2,0,1,"20.0",5,9,"0.188",48,"0.292","6","218","4.113","0","0",NULL,"0","0.264","0.556","0","1","0","0","0","4","79","24","28","2","1","12","4","0"
450314,2019,483,"Ben Zobrist","Ben","CHC","Chicago Cubs","NL","2B","Second Base","2B",176,47,".299","0.131","0.136","0.006","0.958","0.053",47,24,5,0,1,"24.0",23,39,"0.26",150,"0.313","17","710","4.034","0","0",NULL,"1","0.358","0.671","0","6","2","0","0","21","246","39","128","7","5","56","17","0"
451192,2019,550,"James Adduci","James","CHC","Chicago Cubs","NL","RF","Outfielder","1B",5,0,".000","0","0.6","0",NULL,"0",2,0,0,0,0,"3.0",0,0,"0",5,"0","0","19","3.8","0","0",NULL,"0","0","0","0","0","0","0","0","0","12","6","2","0","0","2","0","0"
640470,2019,550,"Adbert Alzolay","Adbert","CHC","Chicago Cubs","NL","P","Pitcher","P",5,0,".000","0","0.4","0",NULL,"0",4,0,0,0,0,"2.0",0,0,"0",5,"0","0","16","3.2","0","0",NULL,"0","0","0","0","0","0","0","0","0","9","4","3","0","0","3","0","0"
501817,2019,550,"Tony Barnette","Tony","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
458584,2019,550,"avier CedeĂ±o","avier","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
543022,2019,550,"Tyler Chatwood","Tyler","CHC","Chicago Cubs","NL","P","Pitcher","P",21,5,".250","0.048","0.286","0","0.167","0.111",41,1,2,0,0,"6.0",1,3,"0.167",18,"0.278","1","85","4.048","0","0",NULL,"0","0.211","0.489","2","0","0","0","0","2","47","16","14","1","2","6","0","0"
518553,2019,550,"Steve Cishek","Steve","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0","0",NULL,"0",70,0,0,0,0,"0.0",0,0,"0",2,"0","0","8","4","0","0",NULL,"0","0","0","0","0","0","0","0","0","3","1","2","1","0","1","0","0"
525768,2019,550,"Tim Collins","Tim","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,9,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
